gene_id;gene;Perturbation;p.value;adj.p.value;t.value_like_statistic
5664;PSEN2;-0.4166264693216204;0.216391804097951;0.387471006034037;1568.0
2069;EREG;-0.0163259283832668;1.0;1.0;0.0
5295;PIK3R1;0.0737644309329987;4.9975012493753125e-06;3.5389360950461e-05;2000.99
6464;SHC1;-0.3264378503128877;0.9955022488755624;1.0;8.99999999999968
6654;SOS1;0.3156738781944004;4.9975012493753125e-06;3.5389360950461e-05;2000.99
5290;PIK3CA;0.1876322257952682;4.9975012493753125e-06;3.5389360950461e-05;2000.99
2885;GRB2;0.36948426617931;4.9975012493753125e-06;3.5389360950461e-05;2000.99
7316;UBC;1.2349119812630975;4.9975012493753125e-06;3.5389360950461e-05;2000.99
chebi:58456;1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate(5-);0.0246366278837784;0.2298850574712643;0.4000122632615677;1541.0000000000002
685;BTC;-0.0195358657446442;0.9995002498750624;1.0;1.0000000000002114
1839;HBEGF;-1.2675902548308675;0.2348825587206396;0.4047645040741573;1531.0000000000002
10413;YAP1;0.5967485127091009;0.0264867566216891;0.1134308392849527;1948.0000000000002
7311;UBA52;1.4470724303903937;4.9975012493753125e-06;3.5389360950461e-05;2000.99
7314;UBB;1.449154620862655;4.9975012493753125e-06;3.5389360950461e-05;2000.99
1742;DLG4;0.0070526920798545;4.9975012493753125e-06;3.5389360950461e-05;2000.99
83464;APH1B;0.0212861730338117;0.3398300849575212;0.488767190903905;1321.0
4734;NEDD4;0.0092255642319047;4.9975012493753125e-06;3.5389360950461e-05;2000.99
6714;SRC;-1.9713639946819927;0.7571214392803598;0.8313521547662944;486.00000000000006
2099;ESR1;0.2556927554988339;0.0019990004997501;0.0118240841800482;1997.0
5241;PGR;0.415186425510761;0.0004997501249375312;0.0032738860695175;2000.0
6387;CXCL12;0.1617771823487171;0.2218890554722638;0.3926887014275161;1557.0000000000002
1950;EGF;0.4230368224032603;0.0289855072463768;0.1214412863142953;1943.0
1956;EGFR;-0.0319696358762719;0.99800099950025;1.0;3.9999999999997344
23385;NCSTN;-0.0573220092498384;0.5667166416791605;0.6511876162315144;866.9999999999999
51107;APH1A;-0.2399271225479252;0.3738130934532733;0.5114735300356463;1253.0000000000002
51741;WWOX;-0.0958876698755679;0.4137931034482758;0.5391776481932137;1173.0000000000002
9611;NCOR1;-0.0475331720055674;0.4032983508245877;0.5328193636706244;1194.0
6285;S100B;-0.0503175360224274;0.4782608695652174;0.5786808682212217;1044.0
2670;GFAP;0.063197969096266;0.384807596201899;0.5190774992446914;1231.0
23118;TAB2;0.3951204243436761;0.0579710144927536;0.2049801657436864;1885.0
1447;CSN2;-0.0076080563456984;0.8980509745127436;0.962869554745328;204.0
3925;STMN1;0.271823714174581;0.1834082958520739;0.3572441821862107;1634.0
10608;MXD4;-0.5074196957946494;0.0774612693653173;0.2513077278186435;1846.0000000000002
348;APOE;0.027433348627342;0.1954022988505747;0.3637396020810187;1610.0
6678;SPARC;0.1341551813223594;0.2758620689655172;0.4394315203777702;1449.0000000000002
11033;ADAP1;-0.5084946061173925;0.0664667666166916;0.2245727589377516;1868.0000000000002
6776;STAT5A;-0.2121597629698653;0.504247876061969;0.598832599780207;992.0000000000001
hsa-miR-135a-5p;hsa-miR-135a-5p;1.6035594319703695e-05;0.1899050474762618;0.3572441821862107;1621.0000000000002
mmu-miR-1192;mmu-miR-1192;1.6599621266346818e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-221-3p;hsa-miR-221-3p;0.1988425912056526;0.0424787606196901;0.1629722996869612;1916.0
hsa-let-7a-5p;hsa-let-7a-5p;0.0040690453501374;0.1859070464767616;0.3572441821862107;1629.0
hsa-miR-373-3p;hsa-miR-373-3p;0.0072808014835644;0.0014992503748125;0.0091266575110578;1998.0000000000002
hsa-miR-448;hsa-miR-448;0.0011342847693922;0.8120939530234883;0.8820641708282176;375.9999999999999
hsa-let-7g-5p;hsa-let-7g-5p;0.0134179870004531;0.04047976011994;0.1570735078557375;1920.0
hsa-miR-302b-3p;hsa-miR-302b-3p;-0.0281449513081481;0.1034482758620689;0.3000536597207139;1794.0
hsa-miR-29b-3p;hsa-miR-29b-3p;-0.0148539801844906;0.0039980009995002;0.0221974119323317;1993.0
hsa-miR-16-5p;hsa-miR-16-5p;0.090385831025639;0.152423788105947;0.3572441821862107;1696.0
hsa-miR-96-3p;hsa-miR-96-3p;0.054213101020796;0.0509745127436281;0.1862562301113154;1899.0000000000002
hsa-miR-20b-5p;hsa-miR-20b-5p;-0.0154854244410236;0.20039980009995;0.3690930090771577;1600.0
hsa-miR-376c-3p;hsa-miR-376c-3p;-0.0069475264106647;0.0844577711144427;0.2656398799394999;1832.0
hsa-miR-137;hsa-miR-137;-1.027111273389531e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-199a-5p;hsa-miR-199a-5p;-0.0128211506426614;0.3268365817091454;0.4785188292332233;1347.0
hsa-miR-101-3p;hsa-miR-101-3p;-0.012535008725956;0.4112943528235882;0.5375321938363039;1178.0
hsa-miR-433-5p;hsa-miR-433-5p;0.0536464504378446;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-503-5p;hsa-miR-503-5p;-0.0353035437877533;0.0379810094952523;0.1508162986728801;1925.0000000000002
hsa-miR-210-3p;hsa-miR-210-3p;-0.0059448107842356;0.6196901549225388;0.6998837737590846;760.9999999999999
hsa-miR-20a-5p;hsa-miR-20a-5p;0.0023298358066362;0.3868065967016492;0.5207421224899158;1227.0
hsa-miR-223-5p;hsa-miR-223-5p;-0.0785724832323994;0.3413293353323338;0.4897527444184203;1318.0
hsa-miR-5582-5p;hsa-miR-5582-5p;2.5023078534841964e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-29a-3p;hsa-miR-29a-3p;0.0119205624169168;0.9905047476261868;1.0;19.000000000000238
hsa-miR-126-3p;hsa-miR-126-3p;-0.1933914888142449;0.0264867566216891;0.1134308392849527;1948.0000000000002
hsa-miR-340-5p;hsa-miR-340-5p;0.0011414174136257;0.8105947026486756;0.8816436851996537;379.0000000000001
hsa-miR-124-3p;hsa-miR-124-3p;0.0009623109660152175;0.4457771114442778;0.5575151556740201;1109.0000000000002
hsa-miR-452-5p;hsa-miR-452-5p;-0.0067040056864201;0.1549225387306347;0.3572441821862107;1691.0
hsa-miR-520b;hsa-miR-520b;8.445112618308449e-07;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-26b-3p;hsa-miR-26b-3p;0.0029688565334073;0.4547726136931534;0.5634099392778685;1091.0000000000002
hsa-miR-211-5p;hsa-miR-211-5p;0.01626400866373;0.1019490254872563;0.2973022708239845;1797.0000000000002
hsa-miR-33b-5p;hsa-miR-33b-5p;0.0006110251801864493;0.9995002498750624;1.0;1.0000000000002114
hsa-miR-146a-5p;hsa-miR-146a-5p;-0.1367892066245971;0.2968515742128935;0.4556671664167916;1407.0000000000002
hsa-let-7b-5p;hsa-let-7b-5p;0.0436851737916947;0.9115442278860568;0.9752663643577966;177.00000000000028
hsa-miR-125a-3p;hsa-miR-125a-3p;0.0423173523538634;0.0179910044977511;0.0828729501092348;1965.0
hsa-miR-206;hsa-miR-206;-0.0255025534292701;0.248375812093953;0.4178830958473052;1504.0
hsa-miR-2861;hsa-miR-2861;0.0011634696751296;0.4112943528235882;0.5375321938363039;1178.0
hsa-miR-194-5p;hsa-miR-194-5p;-0.00012691432456438014;0.1454272863568216;0.3572441821862107;1710.0
hsa-miR-486-5p;hsa-miR-486-5p;4.839991918760194e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-4689;hsa-miR-4689;-7.956736480804174e-07;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-19b-3p;hsa-miR-19b-3p;0.0020223073979399;0.2888555722138931;0.4496531809656913;1423.0
hsa-miR-204-5p;hsa-miR-204-5p;0.016670956108786;0.0979510244877561;0.2912303817707553;1805.0000000000002
hsa-miR-424-3p;hsa-miR-424-3p;0.0833318746975411;0.0079960019990005;0.0412498857655192;1985.0
hsa-miR-29c-3p;hsa-miR-29c-3p;-0.0326876480757243;0.4492753623188406;0.5596105288644461;1102.0
hsa-miR-487a-3p;hsa-miR-487a-3p;0.00011746409907526406;0.4152923538230884;0.5399179925108442;1170.0000000000002
hsa-miR-1-5p;hsa-miR-1-5p;0.0105832921258967;0.5382308845577212;0.6255256056651011;924.0
hsa-miR-139-5p;hsa-miR-139-5p;-0.0002771082483000904;0.9855072463768116;1.0;28.999999999999908
hsa-miR-29a-5p;hsa-miR-29a-5p;0.0118666828990222;0.9905047476261868;1.0;19.000000000000238
hsa-miR-27b-3p;hsa-miR-27b-3p;-0.0167233076749881;0.0599700149925037;0.2092602016353089;1881.0000000000002
hsa-miR-34a-5p;hsa-miR-34a-5p;0.000515503528176666;0.5247376311844077;0.6135785729241428;951.0000000000001
hsa-miR-19a-3p;hsa-miR-19a-3p;0.0065981259403695;0.2713643178410794;0.4347882853497524;1458.0000000000002
hsa-miR-200b-3p;hsa-miR-200b-3p;-0.0316881769036266;0.0234882558720639;0.1035348035441738;1954.0
hsa-miR-217-5p;hsa-miR-217-5p;-0.0024404734045263;0.096951524237881;0.2891922299471335;1807.0
hsa-miR-411-5p;hsa-miR-411-5p;0.00011742349404036925;0.4157921039480259;0.5401192210664766;1169.0000000000002
hsa-miR-152-3p;hsa-miR-152-3p;-0.0052974696479277;0.0039980009995002;0.0221974119323317;1993.0
hsa-miR-7-5p;hsa-miR-7-5p;-0.0633337995782576;0.3008495752123938;0.4592377692405625;1398.9999999999998
hsa-miR-296-5p;hsa-miR-296-5p;0.0003535143910156665;0.9790104947526236;1.0;42.000000000000206
hsa-miR-128b;hsa-miR-128b;6.391716254751083e-07;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-18b-5p;hsa-miR-18b-5p;-0.0107766102797038;0.6176911544227887;0.6981800754257582;764.9999999999999
hsa-miR-767-5p;hsa-miR-767-5p;4.7805701862178565e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-875-5p;hsa-miR-875-5p;5.814570737167643e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-181d-5p;hsa-miR-181d-5p;-0.0086803337426568;0.1354322838580709;0.3510700775440094;1730.0
hsa-miR-429;hsa-miR-429;-0.0265774294504633;0.0429785107446276;0.1641655386017652;1915.0000000000002
hsa-miR-130a-3p;hsa-miR-130a-3p;0.0100607264100499;0.1154422788605697;0.3208164288462797;1770.0
hsa-miR-214-5p;hsa-miR-214-5p;-0.1426024708163262;0.2818590704647676;0.4440599181190245;1437.0
hsa-miR-487b-3p;hsa-miR-487b-3p;0.00011764809138323328;0.4147926036981509;0.5397164294940537;1171.0000000000002
hsa-miR-134-5p;hsa-miR-134-5p;0.0206603655010029;0.0379810094952523;0.1508162986728801;1925.0000000000002
hsa-miR-203a-3p;hsa-miR-203a-3p;2.754701356213881e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-let-7d-5p;hsa-let-7d-5p;0.0184043552671963;0.0109945027486256;0.0540983436628637;1979.0000000000002
hsa-miR-31-5p;hsa-miR-31-5p;0.1589315166755076;0.2653673163418291;0.4300202931032931;1470.0
hsa-miR-27a-5p;hsa-miR-27a-5p;-0.0576487319586543;0.2688655672163918;0.4330002248412926;1463.0
hsa-miR-433-3p;hsa-miR-433-3p;0.0536435386411552;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-133a-3p;hsa-miR-133a-3p;7.483265908537791e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-142-3p;hsa-miR-142-3p;0.0544674235571105;0.3538230884557721;0.4985739807367817;1293.0000000000002
hsa-miR-148b-3p;hsa-miR-148b-3p;4.482792861594979e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-490-5p;hsa-miR-490-5p;9.91433853945487e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-3622b-5p;hsa-miR-3622b-5p;5.496584723130809e-07;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-193a-3p;hsa-miR-193a-3p;-0.0149856528010375;0.2463768115942029;0.4163092746741242;1508.0
hsa-miR-22-3p;hsa-miR-22-3p;-0.02640661943932;0.8950524737631185;0.9601806496546176;209.99999999999994
hsa-miR-584-5p;hsa-miR-584-5p;-1.1093193955418216e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-509-3p;hsa-miR-509-3p;-1.4939098984392052e-05;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-622;hsa-miR-622;-0.0020860382313915;0.6521739130434783;0.7305113003664143;696.0
hsa-miR-200c-3p;hsa-miR-200c-3p;0.3212496304040874;0.088455772113943;0.2737059335944676;1824.0000000000002
hsa-miR-384;hsa-miR-384;-8.770522750899228e-07;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-338-3p;hsa-miR-338-3p;-0.0211688485525851;0.585207396301849;0.6685095727344265;830.0000000000001
hsa-miR-98-3p;hsa-miR-98-3p;1.2850094668002866e-07;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-181c-5p;hsa-miR-181c-5p;-0.0015434457322528;0.6796601699150425;0.7563211997412808;640.9999999999999
hsa-miR-133b;hsa-miR-133b;-0.0541736868915801;0.2343828085957021;0.4042890419943713;1532.0000000000002
hsa-miR-574-3p;hsa-miR-574-3p;0.0019724675633043;0.352823588205897;0.4982555173211626;1295.0000000000002
hsa-miR-146b-5p;hsa-miR-146b-5p;-0.0295288679801108;0.824087956021989;0.8929235382308847;351.99999999999994
hsa-miR-181b-5p;hsa-miR-181b-5p;-0.0198780369875607;0.3748125937031484;0.5121697311581597;1251.0000000000002
hsa-miR-205-5p;hsa-miR-205-5p;-0.0820769006493608;4.9975012493753125e-06;3.5389360950461e-05;2000.99
hsa-miR-376a-3p;hsa-miR-376a-3p;0.0007037069041890698;0.184407796101949;0.3572441821862107;1632.0
hsa-miR-192-5p;hsa-miR-192-5p;0.0150531215059085;0.1334332833583208;0.3484264372150149;1734.0
hsa-miR-222-3p;hsa-miR-222-3p;0.0783179697322156;0.1574212893553223;0.3572441821862107;1686.0
hsa-miR-506-3p;hsa-miR-506-3p;-0.0286766496455151;0.0514742628685657;0.1876880609532215;1898.0
hsa-miR-10b-5p;hsa-miR-10b-5p;-0.2050552172492608;0.1374312843578211;0.3546664940152307;1725.9999999999998
hsa-miR-335-3p;hsa-miR-335-3p;-0.0293384191683774;0.2143928035982009;0.3852574458782316;1572.0
hsa-miR-454-3p;hsa-miR-454-3p;-0.0054153581710365;0.4587706146926537;0.5656773912618427;1083.0
hsa-miR-23b-3p;hsa-miR-23b-3p;-0.0471160622368658;0.232383808095952;0.4026151691223106;1536.0000000000002
hsa-miR-186-5p;hsa-miR-186-5p;0.0127580036658856;4.9975012493753125e-06;3.5389360950461e-05;2000.99
hsa-miR-18a-5p;hsa-miR-18a-5p;0.0065067949747277;0.2763618190904547;0.439824862929381;1448.0000000000002
hsa-miR-15a-5p;hsa-miR-15a-5p;0.0853342405028721;0.1664167916041979;0.3572441821862107;1668.0
hsa-miR-18a-3p;hsa-miR-18a-3p;0.0064846955912574;0.2768615692153923;0.4400834100716139;1447.0
hsa-miR-34a-3p;hsa-miR-34a-3p;0.00046801790215258304;0.5252373813093453;0.6140253624401119;950.0000000000001
hsa-miR-7-1-3p;hsa-miR-7-1-3p;-0.0634177634079824;0.3008495752123938;0.4592377692405625;1398.9999999999998
hsa-miR-217;hsa-miR-217;2.038301172268091e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-542-3p;hsa-miR-542-3p;0.0011107276200731;0.2928535732133933;0.4530390668710699;1415.0000000000002
hsa-miR-101-5p;hsa-miR-101-5p;-0.0059575481120331;0.2078960519740129;0.3780081855483824;1585.0
hsa-miR-106b-5p;hsa-miR-106b-5p;-0.025658713020748;0.5452273863068465;0.6314538935872696;910.0000000000001
hsa-miR-342-3p;hsa-miR-342-3p;0.0402818217359075;0.112943528235882;0.3165127656325766;1775.0000000000002
hsa-miR-491-5p;hsa-miR-491-5p;0.0004596025359660976;0.0644677661169415;0.219571854272994;1872.0
hsa-miR-613;hsa-miR-613;-0.0071618403133562;0.3488255872063968;0.4955146270087601;1303.0
hsa-miR-372-3p;hsa-miR-372-3p;0.0015145716349172;0.2298850574712643;0.4000122632615677;1541.0000000000002
hsa-miR-96-5p;hsa-miR-96-5p;0.0542161234987728;0.0509745127436281;0.1862562301113154;1899.0000000000002
hsa-miR-422a;hsa-miR-422a;-1.2449264628448938e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-193b-3p;hsa-miR-193b-3p;-0.0369219412432432;0.4297851074462768;0.5475301405440486;1141.0
hsa-miR-33a-5p;hsa-miR-33a-5p;0.0312854140614916;0.3593203398300849;0.5016387481693838;1282.0000000000002
hsa-miR-630;hsa-miR-630;0.0049465202266863;0.12143928035982;0.3303865877660648;1758.0000000000002
hsa-miR-365a-3p;hsa-miR-365a-3p;3.269187302739949e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-let-7c-5p;hsa-let-7c-5p;0.0100117072396736;0.3033483258370814;0.4607163388913748;1394.0000000000002
hsa-miR-195-5p;hsa-miR-195-5p;-0.045594612755831;0.1614192903548225;0.3572441821862107;1678.0000000000002
hsa-miR-138-5p;hsa-miR-138-5p;-0.0007908631056858312;0.8895552223888056;0.955396221494137;221.00000000000003
hsa-miR-542-5p;hsa-miR-542-5p;0.001118254000783;0.2928535732133933;0.4530390668710699;1415.0000000000002
hsa-miR-455-5p;hsa-miR-455-5p;-0.0097458596341188;0.4557721139430284;0.5639788183044335;1089.0000000000002
hsa-miR-302d-3p;hsa-miR-302d-3p;-0.0234876435643859;0.1309345327336331;0.3452411551044956;1739.0000000000002
hsa-miR-143-5p;hsa-miR-143-5p;-0.0299248356802709;0.5617191404297851;0.6462989845465275;877.0
hsa-miR-133a-5p;hsa-miR-133a-5p;7.733963455531447e-06;0.1899050474762618;0.3572441821862107;1621.0000000000002
hsa-miR-224-5p;hsa-miR-224-5p;-0.0161803459627611;0.1274362818590704;0.3396782201340596;1746.0
